measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Southern Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.0030469677770244958,0.00357427048396866,0.00263760815962728
Deaths,Southern Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.0031797785335688374,0.0037316751404177506,0.0027568065888932632
Deaths,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,59.93228344808683,91.43161099188667,36.56053982853207
Deaths,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.03441132859724964,0.052497302438726794,0.02099197089365383
Deaths,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.03830620221631669,0.05692847413915732,0.024048975252352233
Deaths,High-income North America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,48.1355670830918,53.43334032721663,43.718211698099225
Deaths,High-income North America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.015909849066646848,0.017660878041912693,0.014449817291646579
Deaths,High-income North America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.012832680787223329,0.014132590467957994,0.011733504452701602
Deaths,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,9205.399062382563,15013.350959697584,5203.8879091656445
Deaths,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,13.279055490780909,21.657194777256443,7.506759440337517
Deaths,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,12.603934132420996,20.04251489783939,6.961737980885046
Deaths,Andean Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,23.306894778988198,37.56797367848804,13.04833721774823
Deaths,Andean Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.05218853309552968,0.08412177839406182,0.029217687949747887
Deaths,Andean Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.0543221621531418,0.09007165481804906,0.029778447528661513
Deaths,North Africa and Middle East,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,979.3086713440548,1531.31048540487,536.1812165625977
Deaths,North Africa and Middle East,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.24244537049805928,0.37910328872306526,0.13274124646032964
Deaths,North Africa and Middle East,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.24441227483034927,0.38044014209628924,0.1365343438367367
Deaths,Western Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,172.7820663574555,194.78644700826172,151.6380228708584
Deaths,Western Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.043736864941301586,0.04930690264793636,0.03838460707228691
Deaths,Western Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.0270854123396653,0.030410697942246403,0.024075833323076553
Deaths,Caribbean,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,6.925349660105659,12.302083131071132,3.3186436310646426
Deaths,Caribbean,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.0178917140914272,0.03178256187958838,0.008573750919811112
Deaths,Caribbean,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.018344228277357027,0.032188096082223915,0.008933621310401969
Deaths,Central Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,42.41804756895404,54.17080116497099,33.351616013356804
Deaths,Central Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.022009759152611368,0.028107995418856824,0.017305394233694586
Deaths,Central Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.027600116020958472,0.03470106127430527,0.022435321002241077
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,770.2231746002399,1274.0128879236606,407.1726268679232
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.05973331918879459,0.09880385451201197,0.03157756516254538
Deaths,East Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.06719817153233865,0.1110501156454873,0.03571019048861358
Deaths,Western Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,29915.81610732111,48789.90240993978,16724.62515958007
Deaths,Western Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,12.63920705946268,20.613366413202872,7.066028204796344
Deaths,Western Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,9.96897169834209,15.449274852597739,5.621245403808622
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,31.636840037031135,49.4899556067214,20.338847378874053
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.014169386373029598,0.02216537118608905,0.0091092848260452
Deaths,Eastern Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.015272496522811875,0.022408900015891967,0.010449555159873879
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,1760.2113620013315,2711.0122394536634,971.6707680715621
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.33807519457350765,0.5206908727724506,0.18662405610408409
Deaths,Southeast Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.36991792931490297,0.5707285629932496,0.20702546673675504
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,1.8358392194507027,2.1769152771203037,1.5302415421756617
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.008327053551915743,0.009874116370598122,0.006940914614993076
Deaths,Australasia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.007028232366032773,0.008255187406696675,0.005827806794981725
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,23.886311086992503,30.244281414854118,18.82178901869763
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.01929077627527637,0.02442552406922994,0.015200627662338002
Deaths,Central Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.01977939253981734,0.024576025710218736,0.01589883136011082
Deaths,Low SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,33598.75234921147,54474.732622207914,18893.899983462885
Deaths,Low SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,6.062933186839764,9.830027639914988,3.4094258039095595
Deaths,Low SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,4.910214666515887,7.576369163050235,2.7367760542865307
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,9.402971323665234,16.430086689789448,4.931233079530325
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.005272903670380166,0.009213498736640352,0.0027652872809591973
Deaths,High-income Asia Pacific,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.005099926859781818,0.009156861813922924,0.00253482945930044
Deaths,Low-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,15152.918795550997,23702.14903168344,8714.829200745642
Deaths,Low-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,1.128067304654512,1.7645194126257067,0.6487802132151591
Deaths,Low-middle SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,1.038322005131665,1.6157667806811875,0.597230136960507
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,7708.93081690576,12495.942604603852,4169.665320544872
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.6160874818624938,0.9986590871830826,0.3332340980295586
Deaths,South Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.5691726359314516,0.9001598175246538,0.30974543667245563
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,7928.9051167916405,12967.066524343421,4517.531055000515
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,3.448146609098357,5.6391577156317325,1.9645977798129657
Deaths,Eastern Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,2.953404366121005,4.648965680533567,1.671565349660555
Deaths,High-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,516.541084529125,802.7564117395711,305.0124491459557
Deaths,High-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.04571411730968426,0.07104430194708891,0.026993738346840296
Deaths,High-middle SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.049495844971756624,0.07721534260303704,0.02975796363007879
Deaths,High SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,382.8121105871335,474.74232348775513,310.80887501092053
Deaths,High SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.04140110595429238,0.05134335276268582,0.033613960504346764
Deaths,High SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.035913359515849945,0.046377600364448664,0.02818685870989465
Deaths,Western Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1999,148.30997495399916,167.05527496209106,130.76776830958892
Deaths,Western Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.037391995215911494,0.04211807091271339,0.032969244102051674
Deaths,Western Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.022810951833231747,0.025546082672642,0.020309597878130154
Deaths,Andean Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1999,23.421125272807817,37.95026924446328,13.000225812549711
Deaths,Andean Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.0514991963776293,0.08344639062554389,0.02858535507050641
Deaths,Andean Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.053622647174932994,0.0903235775520882,0.02918952568156443
Deaths,North Africa and Middle East,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1999,991.1074244500497,1542.4347925472337,544.7174283152564
Deaths,North Africa and Middle East,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.24038123745519907,0.3740990885344167,0.13211468933803153
Deaths,North Africa and Middle East,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.24275406733269675,0.3773788886430234,0.1357517616185996
Deaths,Middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,4747.868382615206,7279.959021023673,2764.759961988369
Deaths,Middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.25079425767528796,0.3845456047748488,0.14604152146595556
Deaths,Middle SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.26695359887453285,0.4043243449066585,0.15664959541368534
Deaths,Central Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1999,32.10601191220221,42.961932030989274,23.792769581369864
Deaths,Central Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.01638969025321918,0.021931492475406367,0.012145891080189276
Deaths,Central Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.02000641972252255,0.026172710286793403,0.015207087384943863
Deaths,Oceania,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1999,23.216301160426006,38.15849800951705,13.039237881599133
Deaths,Oceania,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.2853268062484226,0.4689654175769879,0.16025137143775148
Deaths,Oceania,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.2874839285911966,0.45794076819457663,0.1589274632507821
Deaths,Southern Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1999,1.5921070790284926,1.8754117830073853,1.368717432574467
Deaths,Southern Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.0029109296839915895,0.003428909965148198,0.002502495124831027
Deaths,Southern Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.003047195769103991,0.0035866733770591455,0.002617838312791762
Deaths,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1999,58.62576761200947,89.1115672619524,35.46251511013336
Deaths,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.03311791372491981,0.05033945510112482,0.02003290641171029
Deaths,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.036881658386225626,0.05487626770853054,0.02298197899347885
Deaths,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1999,9953.51926296802,16017.962234811428,5594.942917881065
Deaths,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,13.941208165873574,22.435255311096785,7.836450790280706
Deaths,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,13.300680028593634,21.358084368475357,7.323008253316357
Deaths,Global,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1995,54924.914422007525,87386.58045571034,31597.667714253566
Deaths,Global,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1995,0.9595444943018241,1.5266534874844044,0.5520148443934951
Deaths,Global,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1995,0.9321463072933197,1.473931424578717,0.5358695541023389
Deaths,Low-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1999,15647.420407294576,24122.92204806237,9064.568957863321
Deaths,Low-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,1.1446885881185636,1.764714749251439,0.6631194389998465
Deaths,Low-middle SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,1.053996399891202,1.60802530986102,0.6027105035816938
Deaths,Central Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1995,6.446265132265785,10.428737836480597,3.530483056012037
Deaths,Central Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1995,0.008910477945179443,0.01441532989744663,0.004880080288501531
Deaths,Central Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1995,0.008956091289510457,0.014280550869690784,0.004858851017490562
Deaths,Southern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1995,693.8294053811526,1232.8808836822695,366.9583340336993
Deaths,Southern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1995,1.1886572909591444,2.1121515460533575,0.6286670698076856
Deaths,Southern Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1995,1.1142612290859748,1.875217322145202,0.6110329528703071
Deaths,High-income North America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,42.09881216196646,46.86998975598459,38.13484641618866
Deaths,High-income North America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.013781002521949557,0.015342842561589316,0.012483402444082315
Deaths,High-income North America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.011017999996310862,0.01218456810811494,0.010052857260744343
Deaths,Caribbean,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,6.934508039224171,12.140726786085425,3.46267630815864
Deaths,Caribbean,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.01769025228696492,0.030971558267454576,0.008833448188817124
Deaths,Caribbean,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.018254902222413487,0.03140300584381492,0.009273239076486093
Deaths,Western Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,31669.525858399236,51155.24034185799,17722.947011595697
Deaths,Western Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,12.976714582933942,20.961063841175942,7.262048253145653
Deaths,Western Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,10.245592785879786,15.922050317729092,5.8227857716531615
Deaths,Southern Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2000,1.2071369305838118,1.4275744758824227,1.0289466061736705
Deaths,Southern Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,0.0021852316026096195,0.0025842808555847922,0.0018626608003129974
Deaths,Southern Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,0.002297061415024458,0.0027163995498065145,0.001959129528635305
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,747.1076863072943,1250.5328453005561,397.4191920855127
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.05771476513122143,0.09660482789587248,0.030701003015006983
Deaths,East Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.06505171157175552,0.10727550733065559,0.035091451342674176
Deaths,Oceania,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2000,24.24374231013359,39.946393358258895,13.109310410736262
Deaths,Oceania,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,0.29050065410925663,0.47865767798684083,0.15708231841947784
Deaths,Oceania,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,0.29099058653870746,0.46736639916663153,0.1602056758907932
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,9.268536878838761,16.117923838286718,4.834242384450549
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.005177663648693384,0.009003922565215204,0.002700542856994965
Deaths,High-income Asia Pacific,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.004954251281656547,0.008897203579520545,0.0024223163002958007
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,31.157197456934576,48.7775463625224,19.968644901266458
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.014004690783426338,0.021924772114872274,0.008975604997619506
Deaths,Eastern Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.015120824692169212,0.02208251350327702,0.010357955875960159
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,1733.5742971912691,2698.732861289506,953.3735551308371
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.32823266134067147,0.5109745055310115,0.18051048620149554
Deaths,Southeast Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.3602103864981265,0.5571093321695288,0.2036788603231889
Deaths,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2000,57.390191907202166,87.31173736622407,34.5594446928471
Deaths,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,0.03191403045762326,0.04855306025321016,0.019218112605538403
Deaths,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,0.035579606457492266,0.0533132328489154,0.021583335307713166
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,17.993589177564548,24.005267701152363,13.429698893751807
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.014588057653089275,0.019461944237278126,0.010887945689565734
Deaths,Central Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.014670439480840318,0.019211979158867243,0.011154297180145342
Deaths,Western Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2000,120.61865687353252,136.3450340443951,106.5844839334036
Deaths,Western Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,0.030270194138088426,0.03421685133350009,0.026748208812794827
Deaths,Western Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,0.018228115695283962,0.020505925836850927,0.016310933271329927
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,7821.75863560806,12733.669086335161,4226.4737577524365
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.6132144906637201,0.9983011195857918,0.33134939000355074
Deaths,South Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.5677963896634106,0.9088063511486103,0.30993181625180255
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,1.5388524265155683,1.8510810527865507,1.2715579647061341
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.0069048419107732,0.00830581400352976,0.0057054897372847985
Deaths,Australasia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.005726200316576863,0.006840880170541255,0.004732478204496211
Deaths,Andean Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2000,23.49489643415041,38.276765338826436,12.818960728915851
Deaths,Andean Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,0.050756834274970034,0.08269061497376147,0.02769324253539573
Deaths,Andean Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,0.05289877669180751,0.08640596244018557,0.028839132333554424
Deaths,North Africa and Middle East,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2000,1002.6898375511034,1566.6425157919111,553.3639624104421
Deaths,North Africa and Middle East,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,0.2384288370449761,0.3725307060234802,0.13158398647218492
Deaths,North Africa and Middle East,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,0.2413126256012922,0.3762136676626355,0.13611575847341223
Deaths,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2000,10864.759732534383,17405.12784221184,6074.220236452576
Deaths,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,14.770085035428773,23.661380887436366,8.257591665618795
Deaths,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,14.111712226207079,22.718501249434826,7.735292814017442
Deaths,Central Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2000,25.708383049260025,36.25560204439808,18.219733782508506
Deaths,Central Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,0.01291855977435838,0.01821857723484436,0.009155485177392675
Deaths,Central Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,0.015401710774501509,0.02111924056734614,0.011123908732416464
Deaths,Low SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1995,34892.19166644781,56682.42833384301,19530.113548758673
Deaths,Low SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1995,6.141775501228633,9.977325386118007,3.437719650191035
Deaths,Low SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1995,4.9792458562196185,7.755705482590774,2.805107648908546
Deaths,High-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,506.09897062040625,795.8034737724694,299.08550993436626
Deaths,High-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.04448146731827152,0.06994384155135405,0.026286878867201716
Deaths,High-middle SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.04825432478486153,0.07449220355744737,0.028742838681901594
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,8197.613224004474,13435.74089632393,4665.2127719503715
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,3.4633898287236824,5.676433748476363,1.9709944860404063
Deaths,Eastern Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,2.961486994897328,4.684654711502051,1.6846275874583094
Deaths,High SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,339.2958833870324,428.85879679123144,269.9751488372526
Deaths,High SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.03644738136090105,0.04606828694940949,0.02900090360487246
Deaths,High SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.03159865778580529,0.04169082786803058,0.02422083141540525
Deaths,Global,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,58660.441781933194,93870.11859543466,33472.3807294433
Deaths,Global,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.9988026395337833,1.5983125830352336,0.5699292608182261
Deaths,Global,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.9846610523537018,1.563098008913621,0.5643465990426271
Deaths,Caribbean,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1999,7.228676723987869,12.577304380931935,3.6217795202950263
Deaths,Caribbean,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.018217570251110732,0.03169707747047047,0.009127538187737535
Deaths,Caribbean,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.018787772362227985,0.032178658559531746,0.009416156120201673
Deaths,Middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,4737.711164134683,7271.078380495498,2737.3046628457932
Deaths,Middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.24754793517575197,0.3799177233974466,0.14302562857020393
Deaths,Middle SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.264876064214835,0.398913667217128,0.15468996722624134
Deaths,High-income North America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1999,36.334971223719016,40.440504599070934,32.9202419003373
Deaths,High-income North America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.011780154826148177,0.013111209101870103,0.010673066014348991
Deaths,High-income North America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.009359051985757441,0.010351868509872384,0.008542089245742075
