measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,North Africa and Middle East,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2014,1.96275015998,2.43948351389,1.52402355306
Incidence,North Africa and Middle East,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2015,1.9544855294399999,2.43256618083,1.51619295065
Incidence,North Africa and Middle East,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2016,1.9251926291500001,2.41017778124,1.4934714710099999
Incidence,North Africa and Middle East,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2017,1.87570351109,2.3525309122799998,1.45232351073
Incidence,North Africa and Middle East,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2018,1.8282492200500002,2.29283825093,1.40938714253
Incidence,North Africa and Middle East,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2019,1.8038321501499999,2.26330985294,1.38545129791
Incidence,North Africa and Middle East,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,1.8890615767499999,2.37163457731,1.4359350768699999
Incidence,North Africa and Middle East,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,1.82040353871,2.2784949485,1.4090009290599999
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1990,1072.964880101455,1401.8867679140667,744.9344439173981
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1990,0.70334559178,0.9189591352700001,0.48831640906
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1991,1058.9076253677658,1386.1970796856529,736.8269532547183
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1991,0.68301931637,0.8941284008499999,0.47527001396
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,1045.9390877912936,1373.0892203384049,728.6978728427421
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.66374480372,0.87135173136,0.46242599806
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1993,1034.9738975125044,1364.6128925623248,721.9261568435211
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,0.64608301649,0.85186033782,0.4506627947
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,1026.472993768663,1355.2505924413815,715.9574012529101
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.6302414024899999,0.8321066791699999,0.43958876602
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1995,1021.0120166269628,1350.4616462144372,719.6400628623999
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1995,0.61647796075,0.81539671244,0.43451225960000006
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1996,1012.7475662848492,1338.212160569626,718.1354696699352
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,0.60128443053,0.7945179664500001,0.426368516
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,998.0562340567868,1320.391502161781,701.971301023101
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.58267714714,0.7708603256300001,0.40981922770999996
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,980.856415931226,1304.588213905829,686.9354341052989
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.56317848234,0.74905561961,0.39441782605
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1999,965.4956373810732,1296.6198476197785,678.8186799706053
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.5454120691800001,0.73246536458,0.38346719187999995
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2000,956.7087822516968,1298.9243280277271,663.2322433809427
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,0.53201483043,0.72231698813,0.36881587798
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2001,951.6456208076908,1295.4641248627076,651.8428556657216
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2001,0.52131007278,0.70965334411,0.35707855855
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2002,945.1979678284574,1282.534734140238,646.1631941390634
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,0.51042560055,0.69259412756,0.34894090725
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2003,938.7822592887871,1277.8044591075982,643.6600399127464
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2003,0.5001016445800001,0.68070322498,0.34288616058
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2004,933.845480951409,1274.404134251029,637.1595765821921
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2004,0.49104074826000005,0.6701155302899999,0.33503542249
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2005,931.857632566128,1275.8501611617608,637.273623632396
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2005,0.48388820759,0.6625141288399999,0.33091878062
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2006,930.6712054493528,1280.4268907917412,634.5668839788301
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2006,0.47743843798,0.6568646489800001,0.32553561355
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2007,928.3088157010008,1278.8934168429796,634.1219936374355
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2007,0.47066463511,0.64841558456,0.32150809268
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2008,926.4482296850812,1269.859201183835,635.779192882945
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2008,0.46439367886999994,0.63653269248,0.31869221492
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2009,926.8237828226725,1265.1430962001325,636.9781316149589
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2009,0.45944805014000006,0.62716078231,0.31576483683
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2010,931.1651578541898,1268.638691409693,640.8831887766448
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2010,0.45660385240000007,0.62208654277,0.3142619013
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2011,940.6936990293258,1296.0135105382146,646.6553704679227
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2011,0.45635658721000005,0.6287320764000001,0.31371044398
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2012,954.6439220009844,1327.0841781775607,654.2306570093258
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2012,0.45822845697000003,0.63699953587,0.31403028664
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2013,971.824906537629,1352.6720364815185,662.2073315315081
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2013,0.46157508983,0.64246111882,0.31452004007
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2014,991.0104904256974,1380.235899123461,673.0659715327705
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2014,0.46576499806999994,0.64869703914,0.3163342608
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2015,1010.855900829112,1410.749411842764,683.403833268133
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2015,0.47017650079,0.6561778206000001,0.31786966143
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2016,1038.5129614506654,1450.2876422209172,709.5957305807226
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2016,0.47816349888000004,0.66775730215,0.32671982914
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2017,1075.9427960125838,1501.8163414332744,738.8659034086727
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2017,0.49044693977,0.68457285227,0.33679720016000003
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2018,1113.493824751635,1553.532334678088,766.1422618749564
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2018,0.50252700431,0.7011192454699999,0.34576498511000003
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2019,1141.2057687785225,1594.824099749082,790.3648924061149
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2019,0.5100284137800001,0.71275980905,0.35323038439000004
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,1154.2841151604453,1593.227769475465,810.8045430544955
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.5112252041199999,0.7056305990599999,0.35910025321
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2021,1160.4341613627078,1609.2929402524528,797.5690033725566
Incidence,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.51002517094,0.7073041576,0.35054144460000003
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1990,0.66369742698,0.85910176056,0.47529924628
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1991,0.65158784503,0.8444666098300001,0.46809375977
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,0.63928881191,0.83118355335,0.45751282269
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,0.62725419444,0.8146240839,0.44983675279
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,0.61568259539,0.79902755633,0.44128901093999995
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1995,0.60518247321,0.7849874145700001,0.43476714782
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,0.59252330315,0.76818615526,0.42797413323
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,0.57607575503,0.7465550882800001,0.41433860523000005
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,0.55863318479,0.72492688991,0.40041923307000005
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,0.54298027065,0.7097458141099999,0.38655083799
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,0.53192372364,0.70188747031,0.37602927984
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2001,0.52390466333,0.69098480896,0.36584970463
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,0.51588005761,0.68174246897,0.35940245736
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2003,0.50846168413,0.67523228233,0.35418272315
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2004,0.5022602428199999,0.6723015906300001,0.35000542037
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2005,0.49789624769,0.67372436872,0.34608093951
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2006,0.49404513469000005,0.66240176572,0.34326743139
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2007,0.48955872288999996,0.65279385976,0.34139581459
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2008,0.48532869885999996,0.64419022934,0.3383833805
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2009,0.48224972096,0.64072279899,0.33691200397
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2010,0.48121251744000004,0.64029485375,0.33834537073000004
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2011,0.4826937062,0.6436191158800001,0.33678332117
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2012,0.48615047927000005,0.65136182006,0.33687936782
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2013,0.49097691205,0.66413518099,0.33914814554
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2014,0.49657514835000005,0.68090739342,0.34193833952
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2015,0.5023569584700001,0.69899240772,0.34497477488
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2016,0.51198065824,0.70802929412,0.35481342328
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2017,0.5263301706,0.72982326832,0.36560675995999997
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2018,0.54060784133,0.74742163547,0.37392634773
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2019,0.55006387576,0.7606199216,0.38320321614
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.55259336558,0.76065529151,0.38902693383
Incidence,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.55272299493,0.76478200092,0.38382931481
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1990,49067.75728461797,58682.67633978535,39002.08567104908
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1990,89.27464906166,106.76818395928001,70.96100787242
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1991,50871.75560197845,60383.126531512455,40756.7899614836
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1991,89.92784432043,106.74143909621999,72.04725331937
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,53080.34607484673,63165.76061205486,42526.83337510088
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,91.14986062532,108.46858963509,73.02731089037
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1993,55653.65342873892,66271.97225913785,44863.07965774177
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,92.82934946289,110.5405250765,74.83085553157001
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1994,58534.97284932452,69953.82883783904,47478.06857954187
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,94.83067532144,113.3300060989,76.91773118175999
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1995,61684.26125126763,73646.19266853844,50428.57659996835
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1995,97.06086366717,115.88309434540001,79.34992004461
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1996,65787.69793087542,78234.63751412259,53847.47892896422
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,100.57283556700999,119.60107408865,82.31924530496
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1997,71234.35428245334,84318.28983648933,58495.0730291354
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,105.80168587289,125.2347593304,86.88051438215
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1998,77405.21782906262,91396.1190351104,63786.22152452658
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,111.65927472155,131.84155603517002,92.01347702922
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1999,83590.3461044697,98727.78616335618,68851.53955826051
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,117.07923448096001,138.28120308964,96.43560434888
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2000,89016.5969495356,105052.5990197018,73334.89891520234
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,121.01350962893001,142.81363407121,99.69504339783
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2001,94312.89978672424,111283.92251967572,78027.23760444994
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2001,124.4217079689,146.81062442876998,102.93694916384
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2002,100354.5584639226,118941.58422412405,83094.150182991
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,128.46298092359,152.25606787657,106.36808524903999
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2003,106537.78829114752,125476.70988117855,87918.77755460463
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2003,132.29322637534,155.81061941872,109.17308241737999
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2004,112156.27722495976,131256.847573414,92562.99521747924
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2004,135.06411555878,158.06596355706,111.46891990222001
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2005,116403.90291149564,136506.91365243573,96349.83468173594
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2005,135.91198815945,159.38405472641,112.49706636027
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2006,117536.27280795328,137809.6573536819,96760.71317977358
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2006,133.03135794461,155.97743077660002,109.51690710004999
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2007,115149.13063141714,135593.79853867748,94207.70282914808
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2007,126.33110900745,148.76113132591001,103.35608710365001
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2008,110442.8919541884,129905.11233686208,89990.06481980628
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2008,117.43962498354,138.13480801112,95.69107868948001
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2009,104797.17907589643,123659.94664108843,85007.92306283889
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2009,107.99697016101999,127.4356779951,87.60348524094
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2010,99796.8204355194,119264.87576584556,80486.90734064952
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2010,99.66489204816999,119.10721119638,80.38050607614001
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2011,91968.9109381586,109618.61230863602,73884.58152421052
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2011,89.01432551393,106.09701407671001,71.51097173129
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2012,78926.352387574,93952.7196726052,63612.578281197566
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2012,74.05107568273,88.14926503775,59.68323261087
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2013,64291.79013615787,76351.07004834479,51985.60491819028
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2013,58.506902210620005,69.48110450081,47.3080108186
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2014,52067.303566345545,61791.5106977596,41970.07148906336
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2014,46.00930513832,54.60210681025001,37.08687974127
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2015,46666.76480654805,55829.8851434252,37396.32281412414
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2015,40.074577282149995,47.943307321789995,32.113685936770004
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2016,46523.24499917374,55492.59718000863,37384.21340679108
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2016,38.8264451053,46.31190877159,31.199373768300003
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2017,46728.47846360084,55698.301659942605,37629.59547120724
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2017,37.909244559449995,45.18616074387,30.527626498740002
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2018,46929.95375846224,55833.316864248656,37780.64028405464
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2018,37.03734517462,44.06392215063,29.81666298502
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2019,46780.30983295433,55608.26174596655,37565.5645596644
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2019,35.93910242595,42.7212009017,28.85984888128
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,45243.931597430026,54253.66307235371,36708.08411436671
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,33.86662038328,40.61071058153,27.47724845754
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2021,44360.5052052759,52842.46729548935,35515.29432100212
Incidence,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,32.39687419648,38.59132706631,25.93713747948
Incidence,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1990,72.67112038231,84.61717319395,60.746390220900004
Incidence,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1991,73.41140404441,85.51585680374,61.77023061204
Incidence,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1992,74.63713167217,86.9170715096,62.78050600407
Incidence,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,76.24817271152,88.52267662949,63.862418395480006
Incidence,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1994,78.14050372138,90.65007840897,65.44154700557
Incidence,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1995,80.20829969895,93.2429105079,67.26468910662001
Incidence,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,83.22291812796,96.38205423708,69.78943165674
Incidence,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1997,87.49786734887999,101.27814955033999,73.39926193347
Incidence,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1998,92.27193326512,106.81971834196,77.44193993142
Incidence,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1999,96.77463890311999,111.7013510427,81.14776288031
Incidence,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2000,100.23556687636999,115.25895054212,83.93561331356
Incidence,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2001,103.47483668521,119.01425391263,86.93932131086
Incidence,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,107.28465734554001,123.36987347264001,90.76682579574
Incidence,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2003,110.89085331000999,127.57156950087001,94.04044468143
