measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,44634,High-middle SDI,3,Both,15,50-54 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.02108875297464585,0.04380200772032514,0.008410669365085577
1,Deaths,44634,High-middle SDI,1,Male,16,55-59 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,13.906524487216098,27.032912754002357,5.464528362394824
1,Deaths,44634,High-middle SDI,2,Female,16,55-59 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,14.13390836851643,28.07394763277227,5.233923337348425
1,Deaths,44634,High-middle SDI,3,Both,16,55-59 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,28.04043285573252,53.801404202863345,10.752547025445159
1,Deaths,44634,High-middle SDI,1,Male,16,55-59 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.03156070031540389,0.06135089028648606,0.012401685422487083
1,Deaths,44634,High-middle SDI,2,Female,16,55-59 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.030809912670266233,0.06119721823031256,0.011409209451631649
1,Deaths,44634,High-middle SDI,3,Both,16,55-59 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.03117774429728944,0.05982098891633407,0.01195559866813444
1,Deaths,44634,High-middle SDI,1,Male,17,60-64 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,15.619372748997865,29.79044544823316,6.511363867191115
1,Deaths,44634,High-middle SDI,2,Female,17,60-64 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,15.876669453257042,31.08504373877384,6.627504233895803
1,Deaths,44634,High-middle SDI,3,Both,17,60-64 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,31.496042202254905,60.22198495622466,13.064778860328586
1,Deaths,44634,High-middle SDI,1,Male,17,60-64 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.04469279455164444,0.08524146772188895,0.01863141703856477
1,Deaths,44634,High-middle SDI,2,Female,17,60-64 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.04179653860179337,0.08183373939926426,0.017447408435447904
1,Deaths,44634,High-middle SDI,3,Both,17,60-64 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.04318435980757661,0.08257062427005134,0.017913174851869402
1,Deaths,44634,High-middle SDI,1,Male,18,65-69 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,18.757804636510574,38.38963369748221,7.210097624209125
1,Deaths,44634,High-middle SDI,2,Female,18,65-69 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,20.56171747556612,40.84094626322365,7.95360233171559
1,Deaths,44634,High-middle SDI,3,Both,18,65-69 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,39.319522112076754,78.83560106410098,15.267192685274553
1,Deaths,44634,High-middle SDI,1,Male,18,65-69 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.060626434538915294,0.12407777239577336,0.023303500601689755
1,Deaths,44634,High-middle SDI,2,Female,18,65-69 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.05797851075435384,0.11516047941783643,0.022427018505297786
1,Deaths,44634,High-middle SDI,3,Both,18,65-69 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.059212265708238614,0.11872053134751842,0.022991252724856876
1,Deaths,44634,High-middle SDI,1,Male,19,70-74 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,15.77500423468283,31.729131395623632,6.414613371838719
1,Deaths,44634,High-middle SDI,2,Female,19,70-74 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,17.374358915419613,35.78336371263798,6.94310653454694
1,Deaths,44634,High-middle SDI,3,Both,19,70-74 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,33.14936315010242,65.87506089658062,13.693125858888655
1,Deaths,44634,High-middle SDI,1,Male,19,70-74 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.07181723187576966,0.14444993819059235,0.029203147527904084
1,Deaths,44634,High-middle SDI,2,Female,19,70-74 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.06462936591550196,0.13310742101794096,0.02582705784978942
1,Deaths,44634,High-middle SDI,3,Both,19,70-74 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.0678614975707239,0.1348556913374906,0.028031791229320143
1,Deaths,44634,High-middle SDI,1,Male,20,75-79 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,10.926723430015274,22.285292818516698,4.846239767439609
1,Deaths,44634,High-middle SDI,2,Female,20,75-79 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,12.58593546568561,26.176428618443854,5.1794774529430345
1,Deaths,44634,High-middle SDI,3,Both,20,75-79 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,23.512658895700895,48.81516824171143,10.209512844552519
1,Deaths,44634,High-middle SDI,1,Male,20,75-79 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.08428281125697078,0.17189664774252839,0.037381262026192526
1,Deaths,44634,High-middle SDI,2,Female,20,75-79 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.0744568889260918,0.15485662098292605,0.030641169141571493
1,Deaths,44634,High-middle SDI,3,Both,20,75-79 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.07872187845904931,0.16343629014176195,0.034182098793680823
1,Deaths,44634,High-middle SDI,1,Male,30,80-84 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,7.856959423347049,15.974233054835933,3.939221837961036
1,Deaths,44634,High-middle SDI,2,Female,30,80-84 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,10.202298715591526,21.205234504678582,4.315036949708063
1,Deaths,44634,High-middle SDI,3,Both,30,80-84 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,18.059258138938578,37.260470562513355,8.287629326081255
1,Deaths,44634,High-middle SDI,1,Male,30,80-84 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.09338645156116367,0.18986695247137747,0.046820904823091807
1,Deaths,44634,High-middle SDI,2,Female,30,80-84 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.07602959151138533,0.15802569227168245,0.0321565272482631
1,Deaths,44634,High-middle SDI,3,Both,30,80-84 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.08271832051226695,0.17066722911404258,0.03796051718223817
1,Deaths,44634,High-middle SDI,1,Male,31,85-89 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,5.659821200278465,10.726799420647557,3.0609268902339086
1,Deaths,44634,High-middle SDI,2,Female,31,85-89 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,6.589680719348428,13.731414691497971,2.8290357851398387
1,Deaths,44634,High-middle SDI,3,Both,31,85-89 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,12.249501919626908,24.169477915920073,6.040220671025765
1,Deaths,44634,High-middle SDI,1,Male,31,85-89 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.14402032169847467,0.27295510735933926,0.07788862224222026
1,Deaths,44634,High-middle SDI,2,Female,31,85-89 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.08848376846869792,0.1843803015740526,0.037987234596508025
1,Deaths,44634,High-middle SDI,3,Both,31,85-89 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.10766701456876421,0.21243766056506336,0.05309052819069153
1,Deaths,44634,High-middle SDI,1,Male,32,90-94 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,2.3937208394840304,4.417267053672793,1.351863235685012
1,Deaths,44634,High-middle SDI,2,Female,32,90-94 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,3.2851156560359387,7.231852666351033,1.4594128209115718
1,Deaths,44634,High-middle SDI,3,Both,32,90-94 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,5.678836495519962,11.564848167470942,2.8898888162206458
1,Deaths,44634,High-middle SDI,1,Male,32,90-94 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.1878913193808147,0.34672636887385944,0.1061123597979891
1,Deaths,44634,High-middle SDI,2,Female,32,90-94 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.10604720130875833,0.23345227865408827,0.04711147533799323
1,Deaths,44634,High-middle SDI,3,Both,32,90-94 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.1298976253624461,0.2645341727688115,0.06610327574754038
1,Deaths,44634,High-middle SDI,1,Male,235,95+ years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,0.6863162659862878,1.2149418353222485,0.41165189840697675
1,Deaths,44634,High-middle SDI,2,Female,235,95+ years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,1.1861794984280287,3.08466336476129,0.4381415806821096
1,Deaths,44634,High-middle SDI,3,Both,235,95+ years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,1.8724957644143159,4.276752689021229,0.8706775278845935
1,Deaths,44634,High-middle SDI,1,Male,235,95+ years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.24816746951479987,0.43931501528132755,0.1488506320068249
1,Deaths,44634,High-middle SDI,2,Female,235,95+ years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.14337730713544833,0.37285311982289365,0.052959573205843366
1,Deaths,44634,High-middle SDI,3,Both,235,95+ years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.1696305659483058,0.387433708981726,0.07887522344261833
1,Deaths,44637,Low SDI,1,Male,1,<5 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,15292.181846092652,25765.015623720057,8112.266637617595
1,Deaths,44637,Low SDI,2,Female,1,<5 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,11089.659630785485,18785.64931104682,5989.0615701758115
1,Deaths,44637,Low SDI,3,Both,1,<5 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,26381.841476878108,44775.27609510376,14227.765306291509
1,Deaths,44637,Low SDI,1,Male,1,<5 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,18.074734395402235,30.453196200457164,9.58836785328222
1,Deaths,44637,Low SDI,2,Female,1,<5 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,13.696012824687433,23.200756601215367,7.396643973207377
1,Deaths,44637,Low SDI,3,Both,1,<5 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,15.933442364443485,27.042247283558556,8.592928536899478
1,Deaths,44637,Low SDI,1,Male,6,5-9 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,3746.2611048297995,6340.862556827343,1837.123446268595
1,Deaths,44637,Low SDI,2,Female,6,5-9 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,2977.594825993251,5208.482546638294,1429.4258152322186
1,Deaths,44637,Low SDI,3,Both,6,5-9 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,6723.855930823058,11433.290087202071,3257.846790223572
1,Deaths,44637,Low SDI,1,Male,6,5-9 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,4.793950874863133,8.114165764500372,2.3508984841223506
1,Deaths,44637,Low SDI,2,Female,6,5-9 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,3.951771966297173,6.912537305302253,1.897089830766977
1,Deaths,44637,Low SDI,3,Both,6,5-9 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,4.3805352679748735,7.448691788053449,2.122459628680086
1,Deaths,44637,Low SDI,1,Male,7,10-14 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,1255.5261911053137,2269.1247522001913,571.2784568532575
1,Deaths,44637,Low SDI,2,Female,7,10-14 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,1207.3549042847912,2301.8143795002657,564.5368103767025
1,Deaths,44637,Low SDI,3,Both,7,10-14 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,2462.881095390106,4525.072640127963,1163.5128787361907
1,Deaths,44637,Low SDI,1,Male,7,10-14 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.7528743126507502,3.167986871568243,0.797577413743366
1,Deaths,44637,Low SDI,2,Female,7,10-14 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.7364604128796395,3.3105506372768283,0.8119367547632461
1,Deaths,44637,Low SDI,3,Both,7,10-14 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.7447892873791437,3.2057163790350054,0.8242723574217143
1,Deaths,44637,Low SDI,1,Male,8,15-19 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,607.3520710871002,1182.0890929571522,270.3869757187996
1,Deaths,44637,Low SDI,2,Female,8,15-19 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,678.7503883675296,1349.2610092560667,286.60131469259693
1,Deaths,44637,Low SDI,3,Both,8,15-19 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,1286.1024594546302,2497.8740223373215,558.4992778508571
1,Deaths,44637,Low SDI,1,Male,8,15-19 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.9745362637101435,1.8967395401501268,0.43385365032384154
1,Deaths,44637,Low SDI,2,Female,8,15-19 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.1008279122261584,2.1882921989036914,0.4648229044157653
1,Deaths,44637,Low SDI,3,Both,8,15-19 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.037343904582571,2.0147340302774497,0.4504740795208718
1,Deaths,44637,Low SDI,1,Male,9,20-24 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,501.2325351033975,993.2210998067734,220.41448010100126
1,Deaths,44637,Low SDI,2,Female,9,20-24 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,497.42775178137305,986.1271464280086,216.3659827298248
1,Deaths,44637,Low SDI,3,Both,9,20-24 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,998.6602868847706,2005.0746766124034,444.3659293244208
1,Deaths,44637,Low SDI,1,Male,9,20-24 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.9723695791837684,1.9268062530225132,0.427594619765869
1,Deaths,44637,Low SDI,2,Female,9,20-24 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.9433075088836204,1.8700628153701488,0.41031015146443284
1,Deaths,44637,Low SDI,3,Both,9,20-24 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.9576734508240778,1.9227827619953564,0.4261283426942452
1,Deaths,44637,Low SDI,1,Male,10,25-29 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,521.4183955503149,997.4728253786394,222.75354187637575
1,Deaths,44637,Low SDI,2,Female,10,25-29 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,389.84276697736743,766.7848878300692,178.1420044530418
1,Deaths,44637,Low SDI,3,Both,10,25-29 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,911.2611625276819,1773.322930280101,401.16750783483485
1,Deaths,44637,Low SDI,1,Male,10,25-29 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.2388718977772282,2.3699605972931277,0.5292546360389302
1,Deaths,44637,Low SDI,2,Female,10,25-29 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.8850200484769296,1.7407530832504643,0.4044175210411468
1,Deaths,44637,Low SDI,3,Both,10,25-29 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.0579183399634409,2.0587191990243934,0.46573088088016285
1,Deaths,44637,Low SDI,1,Male,11,30-34 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,508.44765806243953,965.3830554917457,233.41458338861378
1,Deaths,44637,Low SDI,2,Female,11,30-34 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,300.34320257856456,581.5943545928003,136.82467345608208
1,Deaths,44637,Low SDI,3,Both,11,30-34 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,808.7908606410036,1543.5607649549886,367.5832811675216
1,Deaths,44637,Low SDI,1,Male,11,30-34 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.441184434089101,2.73635842440486,0.6616088380679529
1,Deaths,44637,Low SDI,2,Female,11,30-34 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.8091492647900524,1.5668629767031574,0.368616912191204
1,Deaths,44637,Low SDI,3,Both,11,30-34 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.1171416139050678,2.13204185165459,0.507724060633613
1,Deaths,44637,Low SDI,1,Male,12,35-39 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,487.2385745464485,917.3897869818156,236.12782193467237
1,Deaths,44637,Low SDI,2,Female,12,35-39 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,259.0413881819063,482.9813777764989,123.72254826742616
1,Deaths,44637,Low SDI,3,Both,12,35-39 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,746.2799627283548,1388.2388125127018,363.95226161129466
1,Deaths,44637,Low SDI,1,Male,12,35-39 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.6027347194456691,3.017684846133736,0.7767247467917912
1,Deaths,44637,Low SDI,2,Female,12,35-39 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.8129142335339677,1.5156745386596353,0.38826158708297553
1,Deaths,44637,Low SDI,3,Both,12,35-39 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.1985309931599915,2.229521527847497,0.5845099525077146
1,Deaths,44637,Low SDI,1,Male,13,40-44 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,411.6872410062993,756.6344688322422,200.8618754495901
1,Deaths,44637,Low SDI,2,Female,13,40-44 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,222.71235563819127,410.8652107256212,109.39248297400773
1,Deaths,44637,Low SDI,3,Both,13,40-44 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,634.3995966444918,1156.9922722215774,312.90581175600045
1,Deaths,44637,Low SDI,1,Male,13,40-44 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.6144398951913979,2.9671574702530807,0.7876839329684769
1,Deaths,44637,Low SDI,2,Female,13,40-44 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,0.8526525129875857,1.5729942482108987,0.4188082661263207
1,Deaths,44637,Low SDI,3,Both,13,40-44 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.228974102726479,2.241353158381347,0.6061686376768447
1,Deaths,44637,Low SDI,1,Male,14,45-49 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,343.91963266724866,614.319770155765,169.88459841866316
1,Deaths,44637,Low SDI,2,Female,14,45-49 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,210.3661621969501,379.88714603273735,104.68504735662263
1,Deaths,44637,Low SDI,3,Both,14,45-49 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,554.285794864199,987.57614454008,274.37078299598915
1,Deaths,44637,Low SDI,1,Male,14,45-49 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.6432075395528882,2.93514758139157,0.8116886227473756
1,Deaths,44637,Low SDI,2,Female,14,45-49 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.0129618310876962,1.8292446609912987,0.504082767639158
1,Deaths,44637,Low SDI,3,Both,14,45-49 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.3293115720127895,2.3684467640065408,0.6580075842429569
1,Deaths,44637,Low SDI,1,Male,15,50-54 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,313.54915461529123,554.2368022859882,153.4890801381721
1,Deaths,44637,Low SDI,2,Female,15,50-54 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,222.91435764529413,392.6617082996422,107.96537187520472
1,Deaths,44637,Low SDI,3,Both,15,50-54 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,536.4635122605852,953.8045975750312,267.2308769999979
1,Deaths,44637,Low SDI,1,Male,15,50-54 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.9068403585544336,3.3705755134048,0.9334395207155465
1,Deaths,44637,Low SDI,2,Female,15,50-54 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.3695594889094336,2.4124671654792182,0.663326494925052
1,Deaths,44637,Low SDI,3,Both,15,50-54 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.6395713248684163,2.915073685294843,0.8167267167945024
1,Deaths,44637,Low SDI,1,Male,16,55-59 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,315.1900340176008,538.0094494738416,158.73414139804873
1,Deaths,44637,Low SDI,2,Female,16,55-59 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,244.45511904824573,419.91618348098376,122.78323060439374
1,Deaths,44637,Low SDI,3,Both,16,55-59 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,559.645153065847,963.0832148139818,284.3899568701445
1,Deaths,44637,Low SDI,1,Male,16,55-59 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,2.502274548533852,4.271224363058147,1.2601807136501362
1,Deaths,44637,Low SDI,2,Female,16,55-59 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,1.919560321519704,3.2973514619466817,0.9641435144979797
1,Deaths,44637,Low SDI,3,Both,16,55-59 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,2.2093208187736093,3.801980210216519,1.1226911354835105
1,Deaths,44637,Low SDI,1,Male,17,60-64 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,301.10045616842797,519.2180481887923,145.47357248317581
1,Deaths,44637,Low SDI,2,Female,17,60-64 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,232.7001186802677,408.4655624259194,116.63525416433934
1,Deaths,44637,Low SDI,3,Both,17,60-64 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,533.800574848696,922.6624195197875,263.17130692118894
1,Deaths,44637,Low SDI,1,Male,17,60-64 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,3.0909957311095657,5.3301173664408354,1.4933826313541898
1,Deaths,44637,Low SDI,2,Female,17,60-64 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,2.3327121680642353,4.0946802825457285,1.1692150315928922
1,Deaths,44637,Low SDI,3,Both,17,60-64 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,2.707348383770756,4.679591457841634,1.3347614184377248
1,Deaths,44637,Low SDI,1,Male,18,65-69 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,250.8993369352781,425.1743832627454,130.69198163836546
1,Deaths,44637,Low SDI,2,Female,18,65-69 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,199.82852142505863,336.1188265706043,103.63441835992055
1,Deaths,44637,Low SDI,3,Both,18,65-69 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,450.7278583603366,755.9180835504462,234.4934116132378
1,Deaths,44637,Low SDI,1,Male,18,65-69 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,3.3933258795006545,5.750334997490953,1.7675633939642097
1,Deaths,44637,Low SDI,2,Female,18,65-69 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,2.601132297267093,4.375198941959836,1.3489907786040147
1,Deaths,44637,Low SDI,3,Both,18,65-69 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,2.9896504097913557,5.013958570203516,1.5553805053745502
1,Deaths,44637,Low SDI,1,Male,19,70-74 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,177.72484862696092,291.19989158514005,95.0319233352931
1,Deaths,44637,Low SDI,2,Female,19,70-74 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,142.1037596128496,243.27009035044574,73.09299598287328
1,Deaths,44637,Low SDI,3,Both,19,70-74 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,319.8286082398107,526.9193336349509,168.17710831800397
1,Deaths,44637,Low SDI,1,Male,19,70-74 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,3.5108256917030176,5.752442996556594,1.8772868316112599
1,Deaths,44637,Low SDI,2,Female,19,70-74 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,2.6770366768638993,4.582869278240052,1.3769701209954752
1,Deaths,44637,Low SDI,3,Both,19,70-74 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,3.0840397765229732,5.0809719396042805,1.621696365462207
1,Deaths,44637,Low SDI,1,Male,20,75-79 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,121.56808640909294,200.22105651767453,62.695168387097965
1,Deaths,44637,Low SDI,2,Female,20,75-79 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,99.10444954115727,156.63049718005152,51.556726147981564
1,Deaths,44637,Low SDI,3,Both,20,75-79 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,220.67253595025022,359.66122777627686,115.05674494992667
1,Deaths,44637,Low SDI,1,Male,20,75-79 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,3.926911925515238,6.4675728458263135,2.0251894365021936
1,Deaths,44637,Low SDI,2,Female,20,75-79 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,2.980528740283254,4.710602809575399,1.5505489889750699
1,Deaths,44637,Low SDI,3,Both,20,75-79 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,3.436822164095641,5.601474935993082,1.7919292469714274
1,Deaths,44637,Low SDI,1,Male,30,80-84 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,65.45376564500472,109.11338833133564,31.30230704007571
1,Deaths,44637,Low SDI,2,Female,30,80-84 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,57.978136797888546,96.693924573342,27.144449929543462
1,Deaths,44637,Low SDI,3,Both,30,80-84 years,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,2021,123.43190244289326,202.8756734502572,59.170567396381216
1,Deaths,44637,Low SDI,1,Male,30,80-84 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,4.203500184408596,7.007360744678865,2.010262543625167
1,Deaths,44637,Low SDI,2,Female,30,80-84 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,3.1926642036394486,5.324614565847251,1.4947550646486603
1,Deaths,44637,Low SDI,3,Both,30,80-84 years,959,Invasive Non-typhoidal Salmonella (iNTS),3,Rate,2021,3.659296059626796,6.014507900776519,1.7541868822740962
